"Day","Online store visitors","Sessions","Bounce rate","Average session duration","Checkout conversion rate","Completed checkout rate","Conversion rate","Pageviews","Reached checkout rate","Day (previous_period)","Online store visitors (previous_period)","Sessions (previous_period)","Bounce rate (previous_period)","Average session duration (previous_period)","Checkout conversion rate (previous_period)","Completed checkout rate (previous_period)","Conversion rate (previous_period)","Pageviews (previous_period)","Reached checkout rate (previous_period)","Online store visitors (previous_period) ","Sessions (previous_period) ","Bounce rate (previous_period) ","Average session duration (previous_period) ","Checkout conversion rate (previous_period) ","Completed checkout rate (previous_period) ","Conversion rate (previous_period) ","Pageviews (previous_period) ","Reached checkout rate (previous_period) "
"2025-10-17",5463,7170,0.37852161785216176,271.93933054393307,0.7329545454545454,0.7549668874172185,0.01799163179916318,56306,0.024546722454672244,"2025-07-18",5636,7149,0.46160302140159465,198.33445237096097,0.7027027027027027,0.7251908396946565,0.014547489159322982,25704,0.020702196111344245,-3.069552874378992,0.2937473772555602,-17.998453150754415,37.11149388977712,4.3050699300699184,4.10596026490066,23.675168973286134,119.05539993775288,18.57062083003504
"2025-10-18",4730,6063,0.3777008081807686,251.7887184562098,0.6814159292035398,0.7010309278350515,0.012699983506514927,42716,0.01863763813293749,"2025-07-19",5362,6786,0.417035072207486,227.2508104921898,0.7397260273972602,0.7661290322580645,0.015915119363395226,27652,0.0215148835838491,-11.786646773591944,-10.654288240495138,-9.431883946477173,10.797720769785034,-7.882661422484433,-8.49701573521433,-20.20177030073121,54.47707218284392,-13.373279198552186
"2025-10-19",4188,5333,0.38402400150009375,257.18019876242266,0.5892857142857143,0.6333333333333333,0.012375773485842866,37400,0.02100131258203638,"2025-07-20",8062,9352,0.6307741659538066,137.36698032506416,0.6341463414634146,0.6831683168316832,0.008340461933276304,26804,0.013152266894781864,-48.05259240883156,-42.97476475620188,-39.1186224439926,87.22126536801888,-7.074175824175823,-7.294685990338176,48.38235082000319,39.53141322190718,59.67827257496278
"2025-10-20",4830,6316,0.3812539582013933,248.3677960734642,0.6595744680851063,0.6890756302521008,0.014724509183027232,39382,0.022324255858138062,"2025-07-21",5329,7047,0.42968639137221515,231.03746275010644,0.723404255319149,0.7295081967213115,0.01447424435930183,27527,0.020008514261387826,-9.363858134734471,-10.373208457499645,-11.271577164953158,7.501092297790039,-8.823529411764717,-5.5424416957794405,1.729035502738146,43.06680713481309,11.573780873970858
"2025-10-21",4856,6267,0.43034944949736714,228.98659645763524,0.6694214876033058,0.7065217391304348,0.01292484442316898,34210,0.019307483644486995,"2025-07-22",5438,7064,0.43459796149490376,223.50665345413364,0.7150259067357513,0.75,0.019535673839184597,26636,0.02732163080407701,-10.702464141228393,-11.28255945639864,-0.9775729234722697,2.451803075574283,-6.37800934243622,-5.797101449275359,-33.83978188024226,28.435200480552634,-29.332609085670395
"2025-10-22",5037,6688,0.385616028708134,250.6625299043062,0.6446700507614214,0.6706586826347305,0.018989234449760764,41777,0.02945574162679426,"2025-07-23",5574,7074,0.44232400339270567,211.94303081707662,0.7055214723926381,0.7388059701492538,0.016256714729997172,26367,0.02304212609556121,-9.634015069967708,-5.456601639807746,-12.820460623798658,18.268823908934067,-8.625027587728976,-9.223976289844561,16.808560432702304,58.44426745553154,27.834304458860476
"2025-10-23",4692,5926,0.43030712116098546,225.02446844414445,0.7094017094017094,0.7244897959183674,0.01400607492406345,33445,0.019743503206209923,"2025-07-24",5911,7517,0.43993614473859255,211.11680191565785,0.6761363636363636,0.72,0.015830783557270186,28872,0.023413595849408008,-20.622568093385215,-21.165358520686443,-2.188732090501133,6.5876644598106315,4.91991668462257,0.6235827664399168,-11.52633176118911,15.838875034635633,-15.675049090295458
"2025-10-24",6105,7902,0.42255125284738043,253.3981270564414,0.7029702970297029,0.7471264367816092,0.017970134143254872,48445,0.025563148569982284,"2025-07-25",5681,7174,0.41162531363256205,243.60468357959297,0.7382198952879581,0.7964071856287425,0.01965430722051854,31407,0.02662391971006412,7.463474740362612,10.147755784778367,2.654340938947073,4.020219698956907,-4.774945579664348,-6.18788350185809,-8.568977061198266,54.24905275893909,-3.9842786172497897
"2025-10-25",4505,5863,0.39041446358519527,259.3997953266246,0.6532258064516129,0.73,0.013815452839843085,36150,0.02114958212519188,"2025-07-26",5182,6673,0.42799340626404914,230.04270942604526,0.6666666666666666,0.7241379310344828,0.014086617713172486,27890,0.02112992656975873,-13.06445387881127,-12.13846845496778,-8.780262062184589,12.761580653359992,-2.0161290322580627,0.8095238095238065,-1.9249821273692473,29.616349946217284,0.09302235560667953
"2025-10-26",4374,5441,0.44348465355633154,237.1475831648594,0.6261682242990654,0.6666666666666666,0.012313912883661092,31113,0.019665502664951297,"2025-07-27",8203,9558,0.6119481062983888,145.89694496756644,0.6885245901639344,0.7047619047619048,0.008788449466415568,29352,0.012764176605984516,-46.67804461782275,-43.073864825277255,-27.529042251813703,62.54458461592764,-9.05651980418336,-5.405405405405418,40.11473731194371,5.999591169255928,54.067929894757775
